4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,49 0,3 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,26 0,0 0,0 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,0 0,0 0
4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,1 0,25 26 1,0 0,4 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,4 0,1 0,0 0,0 0,4 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,1 0,1 0,4 0,4 0
1 0,0 0,0 0,26 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,4 0,1 0,1 0,4 0,4 0
27 0,0 0,25 26 2,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0
1 0,0 0,0 0,5 0,4 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,26 0,0 0,0 0,4 0,4 0,4 0
4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,10 0,4 0,4 0,4 0,1 0,25 26 1,0 0,4 0,4 0,4 0
4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,0 0,0 0,26 0,4 0,10 0,10 0,10 0,4 0,4 0,4 0,1 0,0 0,0 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,4 0,0 0,25 26 2,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,0 0,0 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,4 0,1 0,1 0,4 0,4 0
4 0,1 0,1 0,1 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,1 0,1 0,4 0,4 0
4 0,1 0,27 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,1 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,26 0,0 0,0 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,1 0,25 26 1,0 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,10 0,10 0,10 0,10 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,4 0,1 0,0 0,0 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,10 0,10 0,10 0,10 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,26 0,0 0,0 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,1 0,25 26 1,0 0,4 0,4 0,4 0,4 0,4 0,4 0
4 0,4 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,10 0,10 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,1 0,0 0,0 0,4 0,1 0,1 0,1 0,4 0,4 0
0 0,26 0,4 0,4 0,4 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0,4 0,4 0,4 0,1 0,27 0,1 0,4 0,4 0
25 26 2,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,1 0,1 0,1 0,4 0,4 0
0 0,1 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0,4 0
